report_date,bank_name,bank_category,record_type,metric,value,unit,data_status
2025-10-31,PUNJAB NATIONAL BANK,Public Sector Banks,bank,dc_atm_withdrawal_vol,23117753.0,transactions,provisional
2025-10-31,PUNJAB NATIONAL BANK,Public Sector Banks,bank,dc_ecom_txn_val,2188788.89779,rs_thousands,provisional
2025-10-31,PUNJAB NATIONAL BANK,Public Sector Banks,bank,dc_ecom_txn_vol,776763.0,transactions,provisional
2025-10-31,PUNJAB NATIONAL BANK,Public Sector Banks,bank,dc_other_txn_val,0.0,rs_thousands,provisional
2025-10-31,PUNJAB NATIONAL BANK,Public Sector Banks,bank,dc_other_txn_vol,0.0,transactions,provisional
2025-10-31,PUNJAB NATIONAL BANK,Public Sector Banks,bank,dc_pos_txn_val,10949663.977209998,rs_thousands,provisional
2025-10-31,PUNJAB NATIONAL BANK,Public Sector Banks,bank,dc_pos_txn_vol,3544635.0,transactions,provisional
2025-10-31,PUNJAB NATIONAL BANK,Public Sector Banks,bank,dc_pos_withdrawal_val,0.0,rs_thousands,provisional
2025-10-31,PUNJAB NATIONAL BANK,Public Sector Banks,bank,dc_pos_withdrawal_vol,0.0,transactions,provisional
2025-10-31,PUNJAB NATIONAL BANK,Public Sector Banks,bank,debit_cards,41548379.0,count,provisional
2025-10-31,PUNJAB NATIONAL BANK,Public Sector Banks,bank,micro_atms,0.0,count,provisional
2025-10-31,PUNJAB NATIONAL BANK,Public Sector Banks,bank,pos_terminals,24323.0,count,provisional
2025-10-31,PUNJAB NATIONAL BANK,Public Sector Banks,bank,upi_qr,1375107.0,count,provisional
2025-10-31,RBL BANK LTD,Private Sector Banks,bank,atm_offsite,37.0,count,provisional
2025-10-31,RBL BANK LTD,Private Sector Banks,bank,atm_onsite,379.0,count,provisional
2025-10-31,RBL BANK LTD,Private Sector Banks,bank,bharat_qr,1595.0,count,provisional
2025-10-31,RBL BANK LTD,Private Sector Banks,bank,cc_atm_withdrawal_val,181434.52601,rs_thousands,provisional
2025-10-31,RBL BANK LTD,Private Sector Banks,bank,cc_atm_withdrawal_vol,34340.0,transactions,provisional
2025-10-31,RBL BANK LTD,Private Sector Banks,bank,cc_ecom_txn_val,46366535.838300005,rs_thousands,provisional
2025-10-31,RBL BANK LTD,Private Sector Banks,bank,cc_ecom_txn_vol,6179738.0,transactions,provisional
2025-10-31,RBL BANK LTD,Private Sector Banks,bank,cc_other_txn_val,0.0,rs_thousands,provisional
2025-10-31,RBL BANK LTD,Private Sector Banks,bank,cc_other_txn_vol,0.0,transactions,provisional
2025-10-31,RBL BANK LTD,Private Sector Banks,bank,cc_pos_txn_val,28347595.50164,rs_thousands,provisional
2025-10-31,RBL BANK LTD,Private Sector Banks,bank,cc_pos_txn_vol,4783520.0,transactions,provisional
2025-10-31,RBL BANK LTD,Private Sector Banks,bank,credit_cards,4565378.0,count,provisional
2025-10-31,RBL BANK LTD,Private Sector Banks,bank,dc_atm_withdrawal_val,2381333.9531300003,rs_thousands,provisional
2025-10-31,RBL BANK LTD,Private Sector Banks,bank,dc_atm_withdrawal_vol,412794.0,transactions,provisional
2025-10-31,RBL BANK LTD,Private Sector Banks,bank,dc_ecom_txn_val,448771.05934000004,rs_thousands,provisional
2025-10-31,RBL BANK LTD,Private Sector Banks,bank,dc_ecom_txn_vol,67024.0,transactions,provisional
2025-10-31,RBL BANK LTD,Private Sector Banks,bank,dc_other_txn_val,1383.35511,rs_thousands,provisional
2025-10-31,RBL BANK LTD,Private Sector Banks,bank,dc_other_txn_vol,57.0,transactions,provisional
2025-10-31,RBL BANK LTD,Private Sector Banks,bank,dc_pos_txn_val,447209.63393000007,rs_thousands,provisional
2025-10-31,RBL BANK LTD,Private Sector Banks,bank,dc_pos_txn_vol,114724.0,transactions,provisional
2025-10-31,RBL BANK LTD,Private Sector Banks,bank,dc_pos_withdrawal_val,0.0,rs_thousands,provisional
2025-10-31,RBL BANK LTD,Private Sector Banks,bank,dc_pos_withdrawal_vol,0.0,transactions,provisional
2025-10-31,RBL BANK LTD,Private Sector Banks,bank,debit_cards,1654240.0,count,provisional
2025-10-31,RBL BANK LTD,Private Sector Banks,bank,micro_atms,0.0,count,provisional
2025-10-31,RBL BANK LTD,Private Sector Banks,bank,pos_terminals,3415924.0,count,provisional
2025-10-31,RBL BANK LTD,Private Sector Banks,bank,upi_qr,52709.0,count,provisional
2025-10-31,SBM BANK INDIA LTD,Foreign Banks,bank,atm_offsite,0.0,count,provisional
2025-10-31,SBM BANK INDIA LTD,Foreign Banks,bank,atm_onsite,0.0,count,provisional
2025-10-31,SBM BANK INDIA LTD,Foreign Banks,bank,bharat_qr,0.0,count,provisional
2025-10-31,SBM BANK INDIA LTD,Foreign Banks,bank,cc_atm_withdrawal_val,3878.9500099999996,rs_thousands,provisional
2025-10-31,SBM BANK INDIA LTD,Foreign Banks,bank,cc_atm_withdrawal_vol,1431.0,transactions,provisional
2025-10-31,SBM BANK INDIA LTD,Foreign Banks,bank,cc_ecom_txn_val,431531.1887299999,rs_thousands,provisional
2025-10-31,SBM BANK INDIA LTD,Foreign Banks,bank,cc_ecom_txn_vol,338302.0,transactions,provisional
2025-10-31,SBM BANK INDIA LTD,Foreign Banks,bank,cc_other_txn_val,0.0,rs_thousands,provisional
2025-10-31,SBM BANK INDIA LTD,Foreign Banks,bank,cc_other_txn_vol,0.0,transactions,provisional
2025-10-31,SBM BANK INDIA LTD,Foreign Banks,bank,cc_pos_txn_val,210399.52148999984,rs_thousands,provisional
2025-10-31,SBM BANK INDIA LTD,Foreign Banks,bank,cc_pos_txn_vol,146492.0,transactions,provisional
2025-10-31,SBM BANK INDIA LTD,Foreign Banks,bank,credit_cards,774149.0,count,provisional
2025-10-31,SBM BANK INDIA LTD,Foreign Banks,bank,dc_atm_withdrawal_val,95088.78566,rs_thousands,provisional
2025-10-31,SBM BANK INDIA LTD,Foreign Banks,bank,dc_atm_withdrawal_vol,29108.0,transactions,provisional
2025-10-31,SBM BANK INDIA LTD,Foreign Banks,bank,dc_ecom_txn_val,40428.12705,rs_thousands,provisional
2025-10-31,SBM BANK INDIA LTD,Foreign Banks,bank,dc_ecom_txn_vol,8821.0,transactions,provisional
2025-10-31,SBM BANK INDIA LTD,Foreign Banks,bank,dc_other_txn_val,0.0,rs_thousands,provisional
2025-10-31,SBM BANK INDIA LTD,Foreign Banks,bank,dc_other_txn_vol,0.0,transactions,provisional
2025-10-31,SBM BANK INDIA LTD,Foreign Banks,bank,dc_pos_txn_val,31549.813110000003,rs_thousands,provisional
2025-10-31,SBM BANK INDIA LTD,Foreign Banks,bank,dc_pos_txn_vol,8418.0,transactions,provisional
2025-10-31,SBM BANK INDIA LTD,Foreign Banks,bank,dc_pos_withdrawal_val,0.0,rs_thousands,provisional
2025-10-31,SBM BANK INDIA LTD,Foreign Banks,bank,dc_pos_withdrawal_vol,0.0,transactions,provisional
2025-10-31,SBM BANK INDIA LTD,Foreign Banks,bank,debit_cards,846393.0,count,provisional
2025-10-31,SBM BANK INDIA LTD,Foreign Banks,bank,micro_atms,0.0,count,provisional
2025-10-31,SBM BANK INDIA LTD,Foreign Banks,bank,pos_terminals,0.0,count,provisional
2025-10-31,SBM BANK INDIA LTD,Foreign Banks,bank,upi_qr,104.0,count,provisional
2025-10-31,SHIVALIK SMALL FINANCE BANK LTD,Small Finance Banks,bank,atm_offsite,0.0,count,provisional
2025-10-31,SHIVALIK SMALL FINANCE BANK LTD,Small Finance Banks,bank,atm_onsite,0.0,count,provisional
2025-10-31,SHIVALIK SMALL FINANCE BANK LTD,Small Finance Banks,bank,bharat_qr,0.0,count,provisional
2025-10-31,SHIVALIK SMALL FINANCE BANK LTD,Small Finance Banks,bank,cc_atm_withdrawal_val,0.0,rs_thousands,provisional
2025-10-31,SHIVALIK SMALL FINANCE BANK LTD,Small Finance Banks,bank,cc_atm_withdrawal_vol,0.0,transactions,provisional
2025-10-31,SHIVALIK SMALL FINANCE BANK LTD,Small Finance Banks,bank,cc_ecom_txn_val,0.0,rs_thousands,provisional
2025-10-31,SHIVALIK SMALL FINANCE BANK LTD,Small Finance Banks,bank,cc_ecom_txn_vol,0.0,transactions,provisional
2025-10-31,SHIVALIK SMALL FINANCE BANK LTD,Small Finance Banks,bank,cc_other_txn_val,0.0,rs_thousands,provisional
2025-10-31,SHIVALIK SMALL FINANCE BANK LTD,Small Finance Banks,bank,cc_other_txn_vol,0.0,transactions,provisional
2025-10-31,SHIVALIK SMALL FINANCE BANK LTD,Small Finance Banks,bank,cc_pos_txn_val,0.0,rs_thousands,provisional
2025-10-31,SHIVALIK SMALL FINANCE BANK LTD,Small Finance Banks,bank,cc_pos_txn_vol,0.0,transactions,provisional
2025-10-31,SHIVALIK SMALL FINANCE BANK LTD,Small Finance Banks,bank,credit_cards,0.0,count,provisional
2025-10-31,SHIVALIK SMALL FINANCE BANK LTD,Small Finance Banks,bank,dc_atm_withdrawal_val,95158.792,rs_thousands,provisional
2025-10-31,SHIVALIK SMALL FINANCE BANK LTD,Small Finance Banks,bank,dc_atm_withdrawal_vol,16763.0,transactions,provisional
2025-10-31,SHIVALIK SMALL FINANCE BANK LTD,Small Finance Banks,bank,dc_ecom_txn_val,1813.29923,rs_thousands,provisional
2025-10-31,SHIVALIK SMALL FINANCE BANK LTD,Small Finance Banks,bank,dc_ecom_txn_vol,465.0,transactions,provisional
2025-10-31,SHIVALIK SMALL FINANCE BANK LTD,Small Finance Banks,bank,dc_other_txn_val,0.0,rs_thousands,provisional
2025-10-31,SHIVALIK SMALL FINANCE BANK LTD,Small Finance Banks,bank,dc_other_txn_vol,0.0,transactions,provisional
2025-10-31,SHIVALIK SMALL FINANCE BANK LTD,Small Finance Banks,bank,dc_pos_txn_val,6789.94482,rs_thousands,provisional
2025-10-31,SHIVALIK SMALL FINANCE BANK LTD,Small Finance Banks,bank,dc_pos_txn_vol,1967.0,transactions,provisional
2025-10-31,SHIVALIK SMALL FINANCE BANK LTD,Small Finance Banks,bank,dc_pos_withdrawal_val,0.0,rs_thousands,provisional
2025-10-31,SHIVALIK SMALL FINANCE BANK LTD,Small Finance Banks,bank,dc_pos_withdrawal_vol,0.0,transactions,provisional
2025-10-31,SHIVALIK SMALL FINANCE BANK LTD,Small Finance Banks,bank,debit_cards,36766.0,count,provisional
2025-10-31,SHIVALIK SMALL FINANCE BANK LTD,Small Finance Banks,bank,micro_atms,0.0,count,provisional
2025-10-31,SHIVALIK SMALL FINANCE BANK LTD,Small Finance Banks,bank,pos_terminals,0.0,count,provisional
2025-10-31,SHIVALIK SMALL FINANCE BANK LTD,Small Finance Banks,bank,upi_qr,0.0,count,provisional
2025-10-31,SLICE SMALL FINANCE BANK LTD,Small Finance Banks,bank,atm_offsite,0.0,count,provisional
2025-10-31,SLICE SMALL FINANCE BANK LTD,Small Finance Banks,bank,atm_onsite,3.0,count,provisional
2025-10-31,SLICE SMALL FINANCE BANK LTD,Small Finance Banks,bank,bharat_qr,0.0,count,provisional
2025-10-31,SLICE SMALL FINANCE BANK LTD,Small Finance Banks,bank,cc_atm_withdrawal_val,0.0,rs_thousands,provisional
2025-10-31,SLICE SMALL FINANCE BANK LTD,Small Finance Banks,bank,cc_atm_withdrawal_vol,0.0,transactions,provisional
2025-10-31,SLICE SMALL FINANCE BANK LTD,Small Finance Banks,bank,cc_ecom_txn_val,166431.65051,rs_thousands,provisional
2025-10-31,SLICE SMALL FINANCE BANK LTD,Small Finance Banks,bank,cc_ecom_txn_vol,66244.0,transactions,provisional
2025-10-31,SLICE SMALL FINANCE BANK LTD,Small Finance Banks,bank,cc_other_txn_val,0.0,rs_thousands,provisional
2025-10-31,SLICE SMALL FINANCE BANK LTD,Small Finance Banks,bank,cc_other_txn_vol,0.0,transactions,provisional
2025-10-31,SLICE SMALL FINANCE BANK LTD,Small Finance Banks,bank,cc_pos_txn_val,202338.90126999997,rs_thousands,provisional
2025-10-31,SLICE SMALL FINANCE BANK LTD,Small Finance Banks,bank,cc_pos_txn_vol,297157.0,transactions,provisional
2025-10-31,SLICE SMALL FINANCE BANK LTD,Small Finance Banks,bank,credit_cards,26257.0,count,provisional
2025-10-31,SLICE SMALL FINANCE BANK LTD,Small Finance Banks,bank,dc_atm_withdrawal_val,291904.3,rs_thousands,provisional
2025-10-31,SLICE SMALL FINANCE BANK LTD,Small Finance Banks,bank,dc_atm_withdrawal_vol,58442.0,transactions,provisional
2025-10-31,SLICE SMALL FINANCE BANK LTD,Small Finance Banks,bank,dc_ecom_txn_val,88143.56678000001,rs_thousands,provisional
2025-10-31,SLICE SMALL FINANCE BANK LTD,Small Finance Banks,bank,dc_ecom_txn_vol,18155.0,transactions,provisional
2025-10-31,SLICE SMALL FINANCE BANK LTD,Small Finance Banks,bank,dc_other_txn_val,0.0,rs_thousands,provisional
2025-10-31,SLICE SMALL FINANCE BANK LTD,Small Finance Banks,bank,dc_other_txn_vol,0.0,transactions,provisional
2025-10-31,SLICE SMALL FINANCE BANK LTD,Small Finance Banks,bank,dc_pos_txn_val,16084.806289999999,rs_thousands,provisional
2025-10-31,SLICE SMALL FINANCE BANK LTD,Small Finance Banks,bank,dc_pos_txn_vol,6738.0,transactions,provisional
2025-10-31,SLICE SMALL FINANCE BANK LTD,Small Finance Banks,bank,dc_pos_withdrawal_val,11263.09,rs_thousands,provisional
2025-10-31,SLICE SMALL FINANCE BANK LTD,Small Finance Banks,bank,dc_pos_withdrawal_vol,3161.0,transactions,provisional
2025-10-31,SLICE SMALL FINANCE BANK LTD,Small Finance Banks,bank,debit_cards,2775729.0,count,provisional
2025-10-31,SLICE SMALL FINANCE BANK LTD,Small Finance Banks,bank,micro_atms,0.0,count,provisional
2025-10-31,SLICE SMALL FINANCE BANK LTD,Small Finance Banks,bank,pos_terminals,0.0,count,provisional
2025-10-31,SLICE SMALL FINANCE BANK LTD,Small Finance Banks,bank,upi_qr,0.0,count,provisional
2025-10-31,SOUTH INDIAN BANK,Private Sector Banks,bank,atm_offsite,359.0,count,provisional
2025-10-31,SOUTH INDIAN BANK,Private Sector Banks,bank,atm_onsite,910.0,count,provisional
2025-10-31,SOUTH INDIAN BANK,Private Sector Banks,bank,bharat_qr,34823.0,count,provisional
2025-10-31,SOUTH INDIAN BANK,Private Sector Banks,bank,cc_atm_withdrawal_val,0.0,rs_thousands,provisional
2025-10-31,SOUTH INDIAN BANK,Private Sector Banks,bank,cc_atm_withdrawal_vol,0.0,transactions,provisional
2025-10-31,SOUTH INDIAN BANK,Private Sector Banks,bank,cc_ecom_txn_val,3786479.9805099997,rs_thousands,provisional
2025-10-31,SOUTH INDIAN BANK,Private Sector Banks,bank,cc_ecom_txn_vol,596957.0,transactions,provisional
2025-10-31,SOUTH INDIAN BANK,Private Sector Banks,bank,cc_other_txn_val,0.0,rs_thousands,provisional
2025-10-31,SOUTH INDIAN BANK,Private Sector Banks,bank,cc_other_txn_vol,0.0,transactions,provisional
2025-10-31,SOUTH INDIAN BANK,Private Sector Banks,bank,cc_pos_txn_val,2304476.85636,rs_thousands,provisional
2025-10-31,SOUTH INDIAN BANK,Private Sector Banks,bank,cc_pos_txn_vol,506890.0,transactions,provisional
2025-10-31,SOUTH INDIAN BANK,Private Sector Banks,bank,credit_cards,358922.0,count,provisional
2025-10-31,SOUTH INDIAN BANK,Private Sector Banks,bank,dc_atm_withdrawal_val,13263727.191,rs_thousands,provisional
2025-10-31,SOUTH INDIAN BANK,Private Sector Banks,bank,dc_atm_withdrawal_vol,2471434.0,transactions,provisional
2025-10-31,SOUTH INDIAN BANK,Private Sector Banks,bank,dc_ecom_txn_val,834959.39648,rs_thousands,provisional
2025-10-31,SOUTH INDIAN BANK,Private Sector Banks,bank,dc_ecom_txn_vol,146089.0,transactions,provisional
2025-10-31,SOUTH INDIAN BANK,Private Sector Banks,bank,dc_other_txn_val,0.0,rs_thousands,provisional
2025-10-31,SOUTH INDIAN BANK,Private Sector Banks,bank,dc_other_txn_vol,0.0,transactions,provisional
2025-10-31,SOUTH INDIAN BANK,Private Sector Banks,bank,dc_pos_txn_val,2433542.049,rs_thousands,provisional
2025-10-31,SOUTH INDIAN BANK,Private Sector Banks,bank,dc_pos_txn_vol,775180.0,transactions,provisional
2025-10-31,SOUTH INDIAN BANK,Private Sector Banks,bank,dc_pos_withdrawal_val,0.0,rs_thousands,provisional
2025-10-31,SOUTH INDIAN BANK,Private Sector Banks,bank,dc_pos_withdrawal_vol,0.0,transactions,provisional
2025-10-31,SOUTH INDIAN BANK,Private Sector Banks,bank,debit_cards,4088777.0,count,provisional
2025-10-31,SOUTH INDIAN BANK,Private Sector Banks,bank,micro_atms,0.0,count,provisional
2025-10-31,SOUTH INDIAN BANK,Private Sector Banks,bank,pos_terminals,13616.0,count,provisional
2025-10-31,SOUTH INDIAN BANK,Private Sector Banks,bank,upi_qr,109685.0,count,provisional
2025-10-31,STANDARD CHARTERED BANK LTD,Foreign Banks,bank,atm_offsite,37.0,count,provisional
2025-10-31,STANDARD CHARTERED BANK LTD,Foreign Banks,bank,atm_onsite,100.0,count,provisional
2025-10-31,STANDARD CHARTERED BANK LTD,Foreign Banks,bank,bharat_qr,0.0,count,provisional
2025-10-31,STANDARD CHARTERED BANK LTD,Foreign Banks,bank,cc_atm_withdrawal_val,10013.143759999999,rs_thousands,provisional
2025-10-31,STANDARD CHARTERED BANK LTD,Foreign Banks,bank,cc_atm_withdrawal_vol,1467.0,transactions,provisional
2025-10-31,STANDARD CHARTERED BANK LTD,Foreign Banks,bank,cc_ecom_txn_val,5074861.136459664,rs_thousands,provisional
2025-10-31,STANDARD CHARTERED BANK LTD,Foreign Banks,bank,cc_ecom_txn_vol,943290.0,transactions,provisional
2025-10-31,STANDARD CHARTERED BANK LTD,Foreign Banks,bank,cc_other_txn_val,0.0,rs_thousands,provisional
2025-10-31,STANDARD CHARTERED BANK LTD,Foreign Banks,bank,cc_other_txn_vol,0.0,transactions,provisional
2025-10-31,STANDARD CHARTERED BANK LTD,Foreign Banks,bank,cc_pos_txn_val,3485237.000059911,rs_thousands,provisional
2025-10-31,STANDARD CHARTERED BANK LTD,Foreign Banks,bank,cc_pos_txn_vol,818330.0,transactions,provisional
2025-10-31,STANDARD CHARTERED BANK LTD,Foreign Banks,bank,credit_cards,737801.0,count,provisional
2025-10-31,STANDARD CHARTERED BANK LTD,Foreign Banks,bank,dc_atm_withdrawal_val,2558018.698020002,rs_thousands,provisional
2025-10-31,STANDARD CHARTERED BANK LTD,Foreign Banks,bank,dc_atm_withdrawal_vol,424217.0,transactions,provisional
2025-10-31,STANDARD CHARTERED BANK LTD,Foreign Banks,bank,dc_ecom_txn_val,495186.0002499875,rs_thousands,provisional
2025-10-31,STANDARD CHARTERED BANK LTD,Foreign Banks,bank,dc_ecom_txn_vol,112658.0,transactions,provisional
2025-10-31,STANDARD CHARTERED BANK LTD,Foreign Banks,bank,dc_other_txn_val,318.01115000000004,rs_thousands,provisional
2025-10-31,STANDARD CHARTERED BANK LTD,Foreign Banks,bank,dc_other_txn_vol,21.0,transactions,provisional
2025-10-31,STANDARD CHARTERED BANK LTD,Foreign Banks,bank,dc_pos_txn_val,1062972.4122199905,rs_thousands,provisional
2025-10-31,STANDARD CHARTERED BANK LTD,Foreign Banks,bank,dc_pos_txn_vol,215991.0,transactions,provisional
2025-10-31,STANDARD CHARTERED BANK LTD,Foreign Banks,bank,dc_pos_withdrawal_val,0.0,rs_thousands,provisional
2025-10-31,STANDARD CHARTERED BANK LTD,Foreign Banks,bank,dc_pos_withdrawal_vol,0.0,transactions,provisional
2025-10-31,STANDARD CHARTERED BANK LTD,Foreign Banks,bank,debit_cards,851298.0,count,provisional
2025-10-31,STANDARD CHARTERED BANK LTD,Foreign Banks,bank,micro_atms,0.0,count,provisional
2025-10-31,STANDARD CHARTERED BANK LTD,Foreign Banks,bank,pos_terminals,0.0,count,provisional
2025-10-31,STANDARD CHARTERED BANK LTD,Foreign Banks,bank,upi_qr,0.0,count,provisional
2025-10-31,STATE BANK OF INDIA,Public Sector Banks,bank,atm_offsite,34150.0,count,provisional
2025-10-31,STATE BANK OF INDIA,Public Sector Banks,bank,atm_onsite,28709.0,count,provisional
2025-10-31,STATE BANK OF INDIA,Public Sector Banks,bank,bharat_qr,1027992.0,count,provisional
2025-10-31,STATE BANK OF INDIA,Public Sector Banks,bank,cc_atm_withdrawal_val,596902.527,rs_thousands,provisional
2025-10-31,STATE BANK OF INDIA,Public Sector Banks,bank,cc_atm_withdrawal_vol,133423.0,transactions,provisional
2025-10-31,STATE BANK OF INDIA,Public Sector Banks,bank,cc_ecom_txn_val,256151391.052,rs_thousands,provisional
2025-10-31,STATE BANK OF INDIA,Public Sector Banks,bank,cc_ecom_txn_vol,66029871.0,transactions,provisional
2025-10-31,STATE BANK OF INDIA,Public Sector Banks,bank,cc_other_txn_val,0.0,rs_thousands,provisional
2025-10-31,STATE BANK OF INDIA,Public Sector Banks,bank,cc_other_txn_vol,0.0,transactions,provisional
2025-10-31,STATE BANK OF INDIA,Public Sector Banks,bank,cc_pos_txn_val,143837531.612,rs_thousands,provisional
2025-10-31,STATE BANK OF INDIA,Public Sector Banks,bank,cc_pos_txn_vol,26852945.0,transactions,provisional
2025-10-31,STATE BANK OF INDIA,Public Sector Banks,bank,credit_cards,21629678.0,count,provisional
2025-10-31,STATE BANK OF INDIA,Public Sector Banks,bank,dc_atm_withdrawal_val,855373067.10102,rs_thousands,provisional
2025-10-31,STATE BANK OF INDIA,Public Sector Banks,bank,dc_atm_withdrawal_vol,153285375.0,transactions,provisional
2025-10-31,STATE BANK OF INDIA,Public Sector Banks,bank,dc_ecom_txn_val,27328113.78712,rs_thousands,provisional
2025-10-31,STATE BANK OF INDIA,Public Sector Banks,bank,dc_ecom_txn_vol,6641421.0,transactions,provisional
2025-10-31,STATE BANK OF INDIA,Public Sector Banks,bank,dc_other_txn_val,9316.265650000001,rs_thousands,provisional
2025-10-31,STATE BANK OF INDIA,Public Sector Banks,bank,dc_other_txn_vol,632.0,transactions,provisional
2025-10-31,STATE BANK OF INDIA,Public Sector Banks,bank,dc_pos_txn_val,83476471.41149001,rs_thousands,provisional
2025-10-31,STATE BANK OF INDIA,Public Sector Banks,bank,dc_pos_txn_vol,27731738.0,transactions,provisional
2025-10-31,STATE BANK OF INDIA,Public Sector Banks,bank,dc_pos_withdrawal_val,8145.865849999999,rs_thousands,provisional
2025-10-31,STATE BANK OF INDIA,Public Sector Banks,bank,dc_pos_withdrawal_vol,9115.0,transactions,provisional
2025-10-31,STATE BANK OF INDIA,Public Sector Banks,bank,debit_cards,247475023.0,count,provisional
2025-10-31,STATE BANK OF INDIA,Public Sector Banks,bank,micro_atms,52534.0,count,provisional
2025-10-31,STATE BANK OF INDIA,Public Sector Banks,bank,pos_terminals,1688214.0,count,provisional
2025-10-31,STATE BANK OF INDIA,Public Sector Banks,bank,upi_qr,5698385.0,count,provisional
2025-10-31,SURYODAY SMALL FINANCE BANK LTD,Small Finance Banks,bank,atm_offsite,0.0,count,provisional
2025-10-31,SURYODAY SMALL FINANCE BANK LTD,Small Finance Banks,bank,atm_onsite,0.0,count,provisional
2025-10-31,SURYODAY SMALL FINANCE BANK LTD,Small Finance Banks,bank,bharat_qr,0.0,count,provisional
2025-10-31,SURYODAY SMALL FINANCE BANK LTD,Small Finance Banks,bank,cc_atm_withdrawal_val,111.0,rs_thousands,provisional
2025-10-31,SURYODAY SMALL FINANCE BANK LTD,Small Finance Banks,bank,cc_atm_withdrawal_vol,19.0,transactions,provisional
2025-10-31,SURYODAY SMALL FINANCE BANK LTD,Small Finance Banks,bank,cc_ecom_txn_val,20201.305310000014,rs_thousands,provisional
2025-10-31,SURYODAY SMALL FINANCE BANK LTD,Small Finance Banks,bank,cc_ecom_txn_vol,7479.0,transactions,provisional
2025-10-31,SURYODAY SMALL FINANCE BANK LTD,Small Finance Banks,bank,cc_other_txn_val,0.0,rs_thousands,provisional
2025-10-31,SURYODAY SMALL FINANCE BANK LTD,Small Finance Banks,bank,cc_other_txn_vol,0.0,transactions,provisional
2025-10-31,SURYODAY SMALL FINANCE BANK LTD,Small Finance Banks,bank,cc_pos_txn_val,9959.124539999999,rs_thousands,provisional
2025-10-31,SURYODAY SMALL FINANCE BANK LTD,Small Finance Banks,bank,cc_pos_txn_vol,2437.0,transactions,provisional
2025-10-31,SURYODAY SMALL FINANCE BANK LTD,Small Finance Banks,bank,credit_cards,11057.0,count,provisional
2025-10-31,SURYODAY SMALL FINANCE BANK LTD,Small Finance Banks,bank,dc_atm_withdrawal_val,331455.066,rs_thousands,provisional
2025-10-31,SURYODAY SMALL FINANCE BANK LTD,Small Finance Banks,bank,dc_atm_withdrawal_vol,71897.0,transactions,provisional
2025-10-31,SURYODAY SMALL FINANCE BANK LTD,Small Finance Banks,bank,dc_ecom_txn_val,8088.905,rs_thousands,provisional
2025-10-31,SURYODAY SMALL FINANCE BANK LTD,Small Finance Banks,bank,dc_ecom_txn_vol,1351.0,transactions,provisional
2025-10-31,SURYODAY SMALL FINANCE BANK LTD,Small Finance Banks,bank,dc_other_txn_val,0.0,rs_thousands,provisional
2025-10-31,SURYODAY SMALL FINANCE BANK LTD,Small Finance Banks,bank,dc_other_txn_vol,0.0,transactions,provisional
2025-10-31,SURYODAY SMALL FINANCE BANK LTD,Small Finance Banks,bank,dc_pos_txn_val,16429.928,rs_thousands,provisional
2025-10-31,SURYODAY SMALL FINANCE BANK LTD,Small Finance Banks,bank,dc_pos_txn_vol,7388.0,transactions,provisional
2025-10-31,SURYODAY SMALL FINANCE BANK LTD,Small Finance Banks,bank,dc_pos_withdrawal_val,0.0,rs_thousands,provisional
2025-10-31,SURYODAY SMALL FINANCE BANK LTD,Small Finance Banks,bank,dc_pos_withdrawal_vol,0.0,transactions,provisional
2025-10-31,SURYODAY SMALL FINANCE BANK LTD,Small Finance Banks,bank,debit_cards,913377.0,count,provisional
2025-10-31,SURYODAY SMALL FINANCE BANK LTD,Small Finance Banks,bank,micro_atms,67.0,count,provisional
2025-10-31,SURYODAY SMALL FINANCE BANK LTD,Small Finance Banks,bank,pos_terminals,0.0,count,provisional
2025-10-31,SURYODAY SMALL FINANCE BANK LTD,Small Finance Banks,bank,upi_qr,0.0,count,provisional
2025-10-31,TAMILNAD MERCANTILE BANK LTD,Private Sector Banks,bank,atm_offsite,648.0,count,provisional
2025-10-31,TAMILNAD MERCANTILE BANK LTD,Private Sector Banks,bank,atm_onsite,505.0,count,provisional
2025-10-31,TAMILNAD MERCANTILE BANK LTD,Private Sector Banks,bank,bharat_qr,0.0,count,provisional
2025-10-31,TAMILNAD MERCANTILE BANK LTD,Private Sector Banks,bank,cc_atm_withdrawal_val,7158.44362,rs_thousands,provisional
2025-10-31,TAMILNAD MERCANTILE BANK LTD,Private Sector Banks,bank,cc_atm_withdrawal_vol,1870.0,transactions,provisional
2025-10-31,TAMILNAD MERCANTILE BANK LTD,Private Sector Banks,bank,cc_ecom_txn_val,96370.31436,rs_thousands,provisional
2025-10-31,TAMILNAD MERCANTILE BANK LTD,Private Sector Banks,bank,cc_ecom_txn_vol,14649.0,transactions,provisional
2025-10-31,TAMILNAD MERCANTILE BANK LTD,Private Sector Banks,bank,cc_other_txn_val,0.0,rs_thousands,provisional
2025-10-31,TAMILNAD MERCANTILE BANK LTD,Private Sector Banks,bank,cc_other_txn_vol,0.0,transactions,provisional
2025-10-31,TAMILNAD MERCANTILE BANK LTD,Private Sector Banks,bank,cc_pos_txn_val,197745.33909,rs_thousands,provisional
2025-10-31,TAMILNAD MERCANTILE BANK LTD,Private Sector Banks,bank,cc_pos_txn_vol,41070.0,transactions,provisional
2025-10-31,TAMILNAD MERCANTILE BANK LTD,Private Sector Banks,bank,credit_cards,18927.0,count,provisional
