report_date,statement,code,sector,level,is_priority_sector_memo,parent_code,parent_statement,date,outstanding_cr,source_date
2026-01-30,Statement 2,2.18.3,Roads,3,False,2.18,Statement 2,2024-12-31,341683.43158,2024-12-27
2026-02-27,Statement 2,2.18.3,Roads,3,False,2.18,Statement 2,2025-01-31,330935.948811,2025-01-24
2026-03-30,Statement 2,2.18.3,Roads,3,False,2.18,Statement 2,2025-02-28,334566.189575,2025-02-21
2026-06-30,Statement 2,2.18.3,Roads,3,False,2.18,Statement 2,2025-03-31,334146.511227,2025-03-21
2026-05-29,Statement 2,2.18.3,Roads,3,False,2.18,Statement 2,2025-04-30,337251.990655,2025-04-18
2026-06-30,Statement 2,2.18.3,Roads,3,False,2.18,Statement 2,2025-05-31,342408.6388,2025-05-30
2026-01-30,Statement 2,2.18.3,Roads,3,False,2.18,Statement 2,2025-12-31,343718.347114,
2026-02-27,Statement 2,2.18.3,Roads,3,False,2.18,Statement 2,2026-01-31,331484.676834,
2026-03-30,Statement 2,2.18.3,Roads,3,False,2.18,Statement 2,2026-02-28,326875.434172,
2026-06-30,Statement 2,2.18.3,Roads,3,False,2.18,Statement 2,2026-03-31,338134.90822,
2026-05-29,Statement 2,2.18.3,Roads,3,False,2.18,Statement 2,2026-04-30,338767.652833,
2026-06-30,Statement 2,2.18.3,Roads,3,False,2.18,Statement 2,2026-05-31,339986.172754,
2026-01-30,Statement 2,2.18.4,Airports,3,False,2.18,Statement 2,2023-12-31,7183.891712,2023-12-29
2026-02-27,Statement 2,2.18.4,Airports,3,False,2.18,Statement 2,2024-01-31,6887.787124,2024-01-26
2026-03-30,Statement 2,2.18.4,Airports,3,False,2.18,Statement 2,2024-02-29,7383.62,2024-02-23
2026-04-30,Statement 2,2.18.4,Airports,3,False,2.18,Statement 2,2024-03-31,7280.23,2024-03-22
2026-05-29,Statement 2,2.18.4,Airports,3,False,2.18,Statement 2,2024-04-30,7442.56,2024-04-19
2026-06-30,Statement 2,2.18.4,Airports,3,False,2.18,Statement 2,2024-05-31,7555.87,
2026-01-30,Statement 2,2.18.4,Airports,3,False,2.18,Statement 2,2024-12-31,8732.79,2024-12-27
2026-02-27,Statement 2,2.18.4,Airports,3,False,2.18,Statement 2,2025-01-31,8681.79,2025-01-24
2026-03-30,Statement 2,2.18.4,Airports,3,False,2.18,Statement 2,2025-02-28,8799.26,2025-02-21
2026-06-30,Statement 2,2.18.4,Airports,3,False,2.18,Statement 2,2025-03-31,9155.73,2025-03-21
2026-05-29,Statement 2,2.18.4,Airports,3,False,2.18,Statement 2,2025-04-30,9293.33,2025-04-18
2026-06-30,Statement 2,2.18.4,Airports,3,False,2.18,Statement 2,2025-05-31,9427.74,2025-05-30
2026-01-30,Statement 2,2.18.4,Airports,3,False,2.18,Statement 2,2025-12-31,6425.97,
2026-02-27,Statement 2,2.18.4,Airports,3,False,2.18,Statement 2,2026-01-31,6419.16,
2026-03-30,Statement 2,2.18.4,Airports,3,False,2.18,Statement 2,2026-02-28,6576.94,
2026-06-30,Statement 2,2.18.4,Airports,3,False,2.18,Statement 2,2026-03-31,6684.13,
2026-05-29,Statement 2,2.18.4,Airports,3,False,2.18,Statement 2,2026-04-30,6874.0,
2026-06-30,Statement 2,2.18.4,Airports,3,False,2.18,Statement 2,2026-05-31,8065.12,
2026-01-30,Statement 2,2.18.5,Ports,3,False,2.18,Statement 2,2023-12-31,6891.140388,2023-12-29
2026-02-27,Statement 2,2.18.5,Ports,3,False,2.18,Statement 2,2024-01-31,7170.995508,2024-01-26
2026-03-30,Statement 2,2.18.5,Ports,3,False,2.18,Statement 2,2024-02-29,7837.95,2024-02-23
2026-04-30,Statement 2,2.18.5,Ports,3,False,2.18,Statement 2,2024-03-31,6680.97,2024-03-22
2026-05-29,Statement 2,2.18.5,Ports,3,False,2.18,Statement 2,2024-04-30,6342.32,2024-04-19
2026-06-30,Statement 2,2.18.5,Ports,3,False,2.18,Statement 2,2024-05-31,6411.51,
2026-01-30,Statement 2,2.18.5,Ports,3,False,2.18,Statement 2,2024-12-31,6282.2,2024-12-27
2026-02-27,Statement 2,2.18.5,Ports,3,False,2.18,Statement 2,2025-01-31,5464.52,2025-01-24
2026-03-30,Statement 2,2.18.5,Ports,3,False,2.18,Statement 2,2025-02-28,5878.77,2025-02-21
2026-06-30,Statement 2,2.18.5,Ports,3,False,2.18,Statement 2,2025-03-31,5915.78,2025-03-21
2026-05-29,Statement 2,2.18.5,Ports,3,False,2.18,Statement 2,2025-04-30,5467.05,2025-04-18
2026-06-30,Statement 2,2.18.5,Ports,3,False,2.18,Statement 2,2025-05-31,5181.88,2025-05-30
2026-01-30,Statement 2,2.18.5,Ports,3,False,2.18,Statement 2,2025-12-31,8185.51,
2026-02-27,Statement 2,2.18.5,Ports,3,False,2.18,Statement 2,2026-01-31,8156.1,
2026-03-30,Statement 2,2.18.5,Ports,3,False,2.18,Statement 2,2026-02-28,9124.38,
2026-06-30,Statement 2,2.18.5,Ports,3,False,2.18,Statement 2,2026-03-31,8794.11,
2026-05-29,Statement 2,2.18.5,Ports,3,False,2.18,Statement 2,2026-04-30,9513.84,
2026-06-30,Statement 2,2.18.5,Ports,3,False,2.18,Statement 2,2026-05-31,9474.03,
2026-01-30,Statement 2,2.18.6,Railways (other than Indian Railways),3,False,2.18,Statement 2,2023-12-31,11438.687177,2023-12-29
2026-02-27,Statement 2,2.18.6,Railways (other than Indian Railways),3,False,2.18,Statement 2,2024-01-31,11986.173207,2024-01-26
2026-03-30,Statement 2,2.18.6,Railways (other than Indian Railways),3,False,2.18,Statement 2,2024-02-29,12060.693507,2024-02-23
2026-04-30,Statement 2,2.18.6,Railways (other than Indian Railways),3,False,2.18,Statement 2,2024-03-31,12961.351059,2024-03-22
2026-05-29,Statement 2,2.18.6,Railways (other than Indian Railways),3,False,2.18,Statement 2,2024-04-30,13043.828584,2024-04-19
2026-06-30,Statement 2,2.18.6,Railways (other than Indian Railways),3,False,2.18,Statement 2,2024-05-31,13105.148442,
2026-01-30,Statement 2,2.18.6,Railways (other than Indian Railways),3,False,2.18,Statement 2,2024-12-31,13158.17495,2024-12-27
2026-02-27,Statement 2,2.18.6,Railways (other than Indian Railways),3,False,2.18,Statement 2,2025-01-31,13148.362213,2025-01-24
2026-03-30,Statement 2,2.18.6,Railways (other than Indian Railways),3,False,2.18,Statement 2,2025-02-28,13131.789476,2025-02-21
2026-06-30,Statement 2,2.18.6,Railways (other than Indian Railways),3,False,2.18,Statement 2,2025-03-31,13414.976677,2025-03-21
2026-05-29,Statement 2,2.18.6,Railways (other than Indian Railways),3,False,2.18,Statement 2,2025-04-30,11936.593877,2025-04-18
2026-06-30,Statement 2,2.18.6,Railways (other than Indian Railways),3,False,2.18,Statement 2,2025-05-31,11312.038231,2025-05-30
2026-01-30,Statement 2,2.18.6,Railways (other than Indian Railways),3,False,2.18,Statement 2,2025-12-31,10101.847782,
2026-02-27,Statement 2,2.18.6,Railways (other than Indian Railways),3,False,2.18,Statement 2,2026-01-31,9963.764774,
2026-03-30,Statement 2,2.18.6,Railways (other than Indian Railways),3,False,2.18,Statement 2,2026-02-28,7107.16172,
2026-06-30,Statement 2,2.18.6,Railways (other than Indian Railways),3,False,2.18,Statement 2,2026-03-31,6730.318654,
2026-05-29,Statement 2,2.18.6,Railways (other than Indian Railways),3,False,2.18,Statement 2,2026-04-30,6677.885574,
2026-06-30,Statement 2,2.18.6,Railways (other than Indian Railways),3,False,2.18,Statement 2,2026-05-31,7059.262462,
2026-01-30,Statement 2,2.18.7,Other Infrastructure,3,False,2.18,Statement 2,2023-12-31,177620.485112,2023-12-29
2026-02-27,Statement 2,2.18.7,Other Infrastructure,3,False,2.18,Statement 2,2024-01-31,176918.37956,2024-01-26
2026-03-30,Statement 2,2.18.7,Other Infrastructure,3,False,2.18,Statement 2,2024-02-29,178720.001214,2024-02-23
2026-04-30,Statement 2,2.18.7,Other Infrastructure,3,False,2.18,Statement 2,2024-03-31,181384.730927,2024-03-22
2026-05-29,Statement 2,2.18.7,Other Infrastructure,3,False,2.18,Statement 2,2024-04-30,183855.346819,2024-04-19
2026-06-30,Statement 2,2.18.7,Other Infrastructure,3,False,2.18,Statement 2,2024-05-31,186805.526593,
2026-01-30,Statement 2,2.18.7,Other Infrastructure,3,False,2.18,Statement 2,2024-12-31,183968.517761,2024-12-27
2026-02-27,Statement 2,2.18.7,Other Infrastructure,3,False,2.18,Statement 2,2025-01-31,183122.176567,2025-01-24
2026-03-30,Statement 2,2.18.7,Other Infrastructure,3,False,2.18,Statement 2,2025-02-28,186181.853278,2025-02-21
2026-06-30,Statement 2,2.18.7,Other Infrastructure,3,False,2.18,Statement 2,2025-03-31,185725.976945,2025-03-21
2026-05-29,Statement 2,2.18.7,Other Infrastructure,3,False,2.18,Statement 2,2025-04-30,179581.680844,2025-04-18
2026-06-30,Statement 2,2.18.7,Other Infrastructure,3,False,2.18,Statement 2,2025-05-31,181573.443651,2025-05-30
2026-01-30,Statement 2,2.18.7,Other Infrastructure,3,False,2.18,Statement 2,2025-12-31,179809.648149,
2026-02-27,Statement 2,2.18.7,Other Infrastructure,3,False,2.18,Statement 2,2026-01-31,175719.002219,
2026-03-30,Statement 2,2.18.7,Other Infrastructure,3,False,2.18,Statement 2,2026-02-28,176998.156715,
2026-06-30,Statement 2,2.18.7,Other Infrastructure,3,False,2.18,Statement 2,2026-03-31,178426.665987,
2026-05-29,Statement 2,2.18.7,Other Infrastructure,3,False,2.18,Statement 2,2026-04-30,182105.153495,
2026-06-30,Statement 2,2.18.7,Other Infrastructure,3,False,2.18,Statement 2,2026-05-31,184216.9214,
2026-01-30,Statement 2,2.19,Other Industries,2,False,2,Statement 1,2023-12-31,242199.646352,2023-12-29
2026-02-27,Statement 2,2.19,Other Industries,2,False,2,Statement 1,2024-01-31,249850.930416,2024-01-26
2026-03-30,Statement 2,2.19,Other Industries,2,False,2,Statement 1,2024-02-29,251511.796831,2024-02-23
2026-04-30,Statement 2,2.19,Other Industries,2,False,2,Statement 1,2024-03-31,256370.638667,2024-03-22
2026-05-29,Statement 2,2.19,Other Industries,2,False,2,Statement 1,2024-04-30,246325.453241,2024-04-19
2026-06-30,Statement 2,2.19,Other Industries,2,False,2,Statement 1,2024-05-31,253975.681706,
2026-01-30,Statement 2,2.19,Other Industries,2,False,2,Statement 1,2024-12-31,303756.208797,2024-12-27
2026-02-27,Statement 2,2.19,Other Industries,2,False,2,Statement 1,2025-01-31,297546.986762,2025-01-24
2026-03-30,Statement 2,2.19,Other Industries,2,False,2,Statement 1,2025-02-28,293789.225224,2025-02-21
2026-06-30,Statement 2,2.19,Other Industries,2,False,2,Statement 1,2025-03-31,300921.291372,2025-03-21
2026-05-29,Statement 2,2.19,Other Industries,2,False,2,Statement 1,2025-04-30,285390.584082,2025-04-18
2026-06-30,Statement 2,2.19,Other Industries,2,False,2,Statement 1,2025-05-31,290154.715904,2025-05-30
2026-01-30,Statement 2,2.19,Other Industries,2,False,2,Statement 1,2025-12-31,341877.787882,
2026-02-27,Statement 2,2.19,Other Industries,2,False,2,Statement 1,2026-01-31,328026.54135,
2026-03-30,Statement 2,2.19,Other Industries,2,False,2,Statement 1,2026-02-28,334937.118377,
2026-06-30,Statement 2,2.19,Other Industries,2,False,2,Statement 1,2026-03-31,353413.386342,
2026-05-29,Statement 2,2.19,Other Industries,2,False,2,Statement 1,2026-04-30,340740.024667,
2026-06-30,Statement 2,2.19,Other Industries,2,False,2,Statement 1,2026-05-31,350826.80694,
2026-01-30,Statement 2,2.2,Food Processing,2,False,2,Statement 1,2023-12-31,191448.221037,2023-12-29
2026-02-27,Statement 2,2.2,Food Processing,2,False,2,Statement 1,2024-01-31,195761.803428,2024-01-26
2026-03-30,Statement 2,2.2,Food Processing,2,False,2,Statement 1,2024-02-29,200448.453457,2024-02-23
2026-04-30,Statement 2,2.2,Food Processing,2,False,2,Statement 1,2024-03-31,208862.771555,2024-03-22
2026-05-29,Statement 2,2.2,Food Processing,2,False,2,Statement 1,2024-04-30,210713.093451,2024-04-19
2026-06-30,Statement 2,2.2,Food Processing,2,False,2,Statement 1,2024-05-31,207426.079715,
2026-01-30,Statement 2,2.2,Food Processing,2,False,2,Statement 1,2024-12-31,211984.872981,2024-12-27
2026-02-27,Statement 2,2.2,Food Processing,2,False,2,Statement 1,2025-01-31,217361.174876,2025-01-24
2026-03-30,Statement 2,2.2,Food Processing,2,False,2,Statement 1,2025-02-28,219091.251093,2025-02-21
2026-06-30,Statement 2,2.2,Food Processing,2,False,2,Statement 1,2025-03-31,219524.798106,2025-03-21
2026-05-29,Statement 2,2.2,Food Processing,2,False,2,Statement 1,2025-04-30,224434.0273,2025-04-18
2026-06-30,Statement 2,2.2,Food Processing,2,False,2,Statement 1,2025-05-31,223646.752862,2025-05-30
2026-01-30,Statement 2,2.2,Food Processing,2,False,2,Statement 1,2025-12-31,236769.514999,
2026-02-27,Statement 2,2.2,Food Processing,2,False,2,Statement 1,2026-01-31,238126.44842,
2026-03-30,Statement 2,2.2,Food Processing,2,False,2,Statement 1,2026-02-28,241445.19385,
2026-06-30,Statement 2,2.2,Food Processing,2,False,2,Statement 1,2026-03-31,250187.008269,
2026-05-29,Statement 2,2.2,Food Processing,2,False,2,Statement 1,2026-04-30,254264.861994,
2026-06-30,Statement 2,2.2,Food Processing,2,False,2,Statement 1,2026-05-31,255077.584785,
2026-01-30,Statement 2,2.2.1,Sugar,3,False,2.2,Statement 2,2023-12-31,16773.33012,2023-12-29
2026-02-27,Statement 2,2.2.1,Sugar,3,False,2.2,Statement 2,2024-01-31,19920.468176,2024-01-26
2026-03-30,Statement 2,2.2.1,Sugar,3,False,2.2,Statement 2,2024-02-29,23836.75037,2024-02-23
2026-04-30,Statement 2,2.2.1,Sugar,3,False,2.2,Statement 2,2024-03-31,26383.011251,2024-03-22
2026-05-29,Statement 2,2.2.1,Sugar,3,False,2.2,Statement 2,2024-04-30,27895.719993,2024-04-19
2026-06-30,Statement 2,2.2.1,Sugar,3,False,2.2,Statement 2,2024-05-31,26621.853473,
2026-01-30,Statement 2,2.2.1,Sugar,3,False,2.2,Statement 2,2024-12-31,19889.357612,2024-12-27
2026-02-27,Statement 2,2.2.1,Sugar,3,False,2.2,Statement 2,2025-01-31,23146.467795,2025-01-24
2026-03-30,Statement 2,2.2.1,Sugar,3,False,2.2,Statement 2,2025-02-28,26872.434431,2025-02-21
2026-06-30,Statement 2,2.2.1,Sugar,3,False,2.2,Statement 2,2025-03-31,28521.702093,2025-03-21
2026-05-29,Statement 2,2.2.1,Sugar,3,False,2.2,Statement 2,2025-04-30,28381.071474,2025-04-18
2026-06-30,Statement 2,2.2.1,Sugar,3,False,2.2,Statement 2,2025-05-31,25414.153156,2025-05-30
2026-01-30,Statement 2,2.2.1,Sugar,3,False,2.2,Statement 2,2025-12-31,20369.483407,
2026-02-27,Statement 2,2.2.1,Sugar,3,False,2.2,Statement 2,2026-01-31,24554.266811,
2026-03-30,Statement 2,2.2.1,Sugar,3,False,2.2,Statement 2,2026-02-28,28559.781537,
2026-06-30,Statement 2,2.2.1,Sugar,3,False,2.2,Statement 2,2026-03-31,29742.416505,
2026-05-29,Statement 2,2.2.1,Sugar,3,False,2.2,Statement 2,2026-04-30,28257.521043,
2026-06-30,Statement 2,2.2.1,Sugar,3,False,2.2,Statement 2,2026-05-31,25000.148219,
2026-01-30,Statement 2,2.2.2,Edible Oils and Vanaspati,3,False,2.2,Statement 2,2023-12-31,21411.22452,2023-12-29
2026-02-27,Statement 2,2.2.2,Edible Oils and Vanaspati,3,False,2.2,Statement 2,2024-01-31,19801.758828,2024-01-26
2026-03-30,Statement 2,2.2.2,Edible Oils and Vanaspati,3,False,2.2,Statement 2,2024-02-29,18758.971711,2024-02-23
2026-04-30,Statement 2,2.2.2,Edible Oils and Vanaspati,3,False,2.2,Statement 2,2024-03-31,19700.216132,2024-03-22
2026-05-29,Statement 2,2.2.2,Edible Oils and Vanaspati,3,False,2.2,Statement 2,2024-04-30,20149.576031,2024-04-19
2026-06-30,Statement 2,2.2.2,Edible Oils and Vanaspati,3,False,2.2,Statement 2,2024-05-31,18769.191803,
2026-01-30,Statement 2,2.2.2,Edible Oils and Vanaspati,3,False,2.2,Statement 2,2024-12-31,21798.419425,2024-12-27
2026-02-27,Statement 2,2.2.2,Edible Oils and Vanaspati,3,False,2.2,Statement 2,2025-01-31,21313.701212,2025-01-24
2026-03-30,Statement 2,2.2.2,Edible Oils and Vanaspati,3,False,2.2,Statement 2,2025-02-28,21082.048473,2025-02-21
2026-06-30,Statement 2,2.2.2,Edible Oils and Vanaspati,3,False,2.2,Statement 2,2025-03-31,20927.253641,2025-03-21
2026-05-29,Statement 2,2.2.2,Edible Oils and Vanaspati,3,False,2.2,Statement 2,2025-04-30,21239.062212,2025-04-18
2026-06-30,Statement 2,2.2.2,Edible Oils and Vanaspati,3,False,2.2,Statement 2,2025-05-31,20412.853989,2025-05-30
2026-01-30,Statement 2,2.2.2,Edible Oils and Vanaspati,3,False,2.2,Statement 2,2025-12-31,24850.03942,
2026-02-27,Statement 2,2.2.2,Edible Oils and Vanaspati,3,False,2.2,Statement 2,2026-01-31,23812.399156,
2026-03-30,Statement 2,2.2.2,Edible Oils and Vanaspati,3,False,2.2,Statement 2,2026-02-28,23423.980624,
2026-06-30,Statement 2,2.2.2,Edible Oils and Vanaspati,3,False,2.2,Statement 2,2026-03-31,26225.645787,
2026-05-29,Statement 2,2.2.2,Edible Oils and Vanaspati,3,False,2.2,Statement 2,2026-04-30,28248.643821,
2026-06-30,Statement 2,2.2.2,Edible Oils and Vanaspati,3,False,2.2,Statement 2,2026-05-31,28948.46599,
2026-01-30,Statement 2,2.2.3,Tea,3,False,2.2,Statement 2,2023-12-31,5951.700404,2023-12-29
2026-02-27,Statement 2,2.2.3,Tea,3,False,2.2,Statement 2,2024-01-31,5966.977264,2024-01-26
2026-03-30,Statement 2,2.2.3,Tea,3,False,2.2,Statement 2,2024-02-29,5660.414133,2024-02-23
2026-04-30,Statement 2,2.2.3,Tea,3,False,2.2,Statement 2,2024-03-31,5691.947888,2024-03-22
2026-05-29,Statement 2,2.2.3,Tea,3,False,2.2,Statement 2,2024-04-30,5720.866517,2024-04-19
2026-06-30,Statement 2,2.2.3,Tea,3,False,2.2,Statement 2,2024-05-31,5671.29421,
2026-01-30,Statement 2,2.2.3,Tea,3,False,2.2,Statement 2,2024-12-31,6469.750964,2024-12-27
2026-02-27,Statement 2,2.2.3,Tea,3,False,2.2,Statement 2,2025-01-31,6116.041244,2025-01-24
2026-03-30,Statement 2,2.2.3,Tea,3,False,2.2,Statement 2,2025-02-28,6069.354315,2025-02-21
2026-06-30,Statement 2,2.2.3,Tea,3,False,2.2,Statement 2,2025-03-31,5083.83262,2025-03-21
2026-05-29,Statement 2,2.2.3,Tea,3,False,2.2,Statement 2,2025-04-30,4981.295421,2025-04-18
2026-06-30,Statement 2,2.2.3,Tea,3,False,2.2,Statement 2,2025-05-31,4922.667074,2025-05-30
2026-01-30,Statement 2,2.2.3,Tea,3,False,2.2,Statement 2,2025-12-31,5296.050505,
2026-02-27,Statement 2,2.2.3,Tea,3,False,2.2,Statement 2,2026-01-31,5076.90388,
2026-03-30,Statement 2,2.2.3,Tea,3,False,2.2,Statement 2,2026-02-28,4880.000429,
2026-06-30,Statement 2,2.2.3,Tea,3,False,2.2,Statement 2,2026-03-31,5126.835226,
2026-05-29,Statement 2,2.2.3,Tea,3,False,2.2,Statement 2,2026-04-30,4827.652045,
2026-06-30,Statement 2,2.2.3,Tea,3,False,2.2,Statement 2,2026-05-31,4992.462243,
2026-01-30,Statement 2,2.2.4,Others,3,False,2.2,Statement 2,2023-12-31,147311.965994,2023-12-29
2026-02-27,Statement 2,2.2.4,Others,3,False,2.2,Statement 2,2024-01-31,150072.59916,2024-01-26
2026-03-30,Statement 2,2.2.4,Others,3,False,2.2,Statement 2,2024-02-29,152192.317243,2024-02-23
2026-04-30,Statement 2,2.2.4,Others,3,False,2.2,Statement 2,2024-03-31,157087.596283,2024-03-22
2026-05-29,Statement 2,2.2.4,Others,3,False,2.2,Statement 2,2024-04-30,156946.930911,2024-04-19
2026-06-30,Statement 2,2.2.4,Others,3,False,2.2,Statement 2,2024-05-31,156363.740228,
2026-01-30,Statement 2,2.2.4,Others,3,False,2.2,Statement 2,2024-12-31,163827.344979,2024-12-27
2026-02-27,Statement 2,2.2.4,Others,3,False,2.2,Statement 2,2025-01-31,166784.964626,2025-01-24
2026-03-30,Statement 2,2.2.4,Others,3,False,2.2,Statement 2,2025-02-28,165067.413874,2025-02-21
2026-06-30,Statement 2,2.2.4,Others,3,False,2.2,Statement 2,2025-03-31,164992.009752,2025-03-21
2026-05-29,Statement 2,2.2.4,Others,3,False,2.2,Statement 2,2025-04-30,169832.598194,2025-04-18
2026-06-30,Statement 2,2.2.4,Others,3,False,2.2,Statement 2,2025-05-31,172897.078643,2025-05-30
2026-01-30,Statement 2,2.2.4,Others,3,False,2.2,Statement 2,2025-12-31,186253.941666,
2026-02-27,Statement 2,2.2.4,Others,3,False,2.2,Statement 2,2026-01-31,184682.878573,
2026-03-30,Statement 2,2.2.4,Others,3,False,2.2,Statement 2,2026-02-28,184581.43126,
2026-06-30,Statement 2,2.2.4,Others,3,False,2.2,Statement 2,2026-03-31,189092.110751,
2026-05-29,Statement 2,2.2.4,Others,3,False,2.2,Statement 2,2026-04-30,192931.045086,
2026-06-30,Statement 2,2.2.4,Others,3,False,2.2,Statement 2,2026-05-31,196136.508333,
2026-01-30,Statement 2,2.3,Beverage and Tobacco,2,False,2,Statement 1,2023-12-31,28296.718144,2023-12-29
2026-02-27,Statement 2,2.3,Beverage and Tobacco,2,False,2,Statement 1,2024-01-31,28625.410162,2024-01-26
2026-03-30,Statement 2,2.3,Beverage and Tobacco,2,False,2,Statement 1,2024-02-29,29929.763275,2024-02-23
2026-04-30,Statement 2,2.3,Beverage and Tobacco,2,False,2,Statement 1,2024-03-31,31137.471103,2024-03-22
2026-05-29,Statement 2,2.3,Beverage and Tobacco,2,False,2,Statement 1,2024-04-30,31593.368416,2024-04-19
2026-06-30,Statement 2,2.3,Beverage and Tobacco,2,False,2,Statement 1,2024-05-31,30995.740358,
2026-01-30,Statement 2,2.3,Beverage and Tobacco,2,False,2,Statement 1,2024-12-31,30670.671585,2024-12-27
2026-02-27,Statement 2,2.3,Beverage and Tobacco,2,False,2,Statement 1,2025-01-31,30469.511933,2025-01-24
2026-03-30,Statement 2,2.3,Beverage and Tobacco,2,False,2,Statement 1,2025-02-28,31296.705352,2025-02-21
2026-06-30,Statement 2,2.3,Beverage and Tobacco,2,False,2,Statement 1,2025-03-31,35515.454614,2025-03-21
2026-05-29,Statement 2,2.3,Beverage and Tobacco,2,False,2,Statement 1,2025-04-30,34581.558458,2025-04-18
2026-06-30,Statement 2,2.3,Beverage and Tobacco,2,False,2,Statement 1,2025-05-31,34196.312864,2025-05-30
2026-01-30,Statement 2,2.3,Beverage and Tobacco,2,False,2,Statement 1,2025-12-31,37449.940906,
2026-02-27,Statement 2,2.3,Beverage and Tobacco,2,False,2,Statement 1,2026-01-31,37883.952084,
2026-03-30,Statement 2,2.3,Beverage and Tobacco,2,False,2,Statement 1,2026-02-28,39190.286508,
2026-06-30,Statement 2,2.3,Beverage and Tobacco,2,False,2,Statement 1,2026-03-31,40158.258454,
2026-05-29,Statement 2,2.3,Beverage and Tobacco,2,False,2,Statement 1,2026-04-30,38514.289886,
2026-06-30,Statement 2,2.3,Beverage and Tobacco,2,False,2,Statement 1,2026-05-31,37364.304267,
2026-01-30,Statement 2,2.4,Textiles,2,False,2,Statement 1,2023-12-31,250039.908722,2023-12-29
2026-02-27,Statement 2,2.4,Textiles,2,False,2,Statement 1,2024-01-31,252976.04545,2024-01-26
2026-03-30,Statement 2,2.4,Textiles,2,False,2,Statement 1,2024-02-29,255689.623879,2024-02-23
2026-04-30,Statement 2,2.4,Textiles,2,False,2,Statement 1,2024-03-31,256047.983577,2024-03-22
2026-05-29,Statement 2,2.4,Textiles,2,False,2,Statement 1,2024-04-30,253817.929188,2024-04-19
2026-06-30,Statement 2,2.4,Textiles,2,False,2,Statement 1,2024-05-31,255645.960587,
2026-01-30,Statement 2,2.4,Textiles,2,False,2,Statement 1,2024-12-31,264055.644259,2024-12-27
2026-02-27,Statement 2,2.4,Textiles,2,False,2,Statement 1,2025-01-31,267676.176248,2025-01-24
2026-03-30,Statement 2,2.4,Textiles,2,False,2,Statement 1,2025-02-28,273762.910766,2025-02-21
2026-06-30,Statement 2,2.4,Textiles,2,False,2,Statement 1,2025-03-31,277267.085246,2025-03-21
2026-05-29,Statement 2,2.4,Textiles,2,False,2,Statement 1,2025-04-30,275378.593212,2025-04-18
2026-06-30,Statement 2,2.4,Textiles,2,False,2,Statement 1,2025-05-31,272947.398215,2025-05-30
2026-01-30,Statement 2,2.4,Textiles,2,False,2,Statement 1,2025-12-31,295290.932592,
2026-02-27,Statement 2,2.4,Textiles,2,False,2,Statement 1,2026-01-31,294364.506091,
2026-03-30,Statement 2,2.4,Textiles,2,False,2,Statement 1,2026-02-28,296135.942328,
2026-06-30,Statement 2,2.4,Textiles,2,False,2,Statement 1,2026-03-31,301868.423255,
2026-05-29,Statement 2,2.4,Textiles,2,False,2,Statement 1,2026-04-30,298223.499663,
2026-06-30,Statement 2,2.4,Textiles,2,False,2,Statement 1,2026-05-31,300962.944187,
2026-01-30,Statement 2,2.4.1,Cotton Textiles,3,False,2.4,Statement 2,2023-12-31,96095.302508,2023-12-29
2026-02-27,Statement 2,2.4.1,Cotton Textiles,3,False,2.4,Statement 2,2024-01-31,97148.047631,2024-01-26
2026-03-30,Statement 2,2.4.1,Cotton Textiles,3,False,2.4,Statement 2,2024-02-29,99234.096087,2024-02-23
2026-04-30,Statement 2,2.4.1,Cotton Textiles,3,False,2.4,Statement 2,2024-03-31,99513.087082,2024-03-22
2026-05-29,Statement 2,2.4.1,Cotton Textiles,3,False,2.4,Statement 2,2024-04-30,97698.307026,2024-04-19
2026-06-30,Statement 2,2.4.1,Cotton Textiles,3,False,2.4,Statement 2,2024-05-31,98238.214501,
2026-01-30,Statement 2,2.4.1,Cotton Textiles,3,False,2.4,Statement 2,2024-12-31,98417.450311,2024-12-27
2026-02-27,Statement 2,2.4.1,Cotton Textiles,3,False,2.4,Statement 2,2025-01-31,101533.071827,2025-01-24
2026-03-30,Statement 2,2.4.1,Cotton Textiles,3,False,2.4,Statement 2,2025-02-28,106389.364956,2025-02-21
2026-06-30,Statement 2,2.4.1,Cotton Textiles,3,False,2.4,Statement 2,2025-03-31,107494.595816,2025-03-21
2026-05-29,Statement 2,2.4.1,Cotton Textiles,3,False,2.4,Statement 2,2025-04-30,103961.47412,2025-04-18
2026-06-30,Statement 2,2.4.1,Cotton Textiles,3,False,2.4,Statement 2,2025-05-31,103918.658921,2025-05-30
2026-01-30,Statement 2,2.4.1,Cotton Textiles,3,False,2.4,Statement 2,2025-12-31,108972.184793,
2026-02-27,Statement 2,2.4.1,Cotton Textiles,3,False,2.4,Statement 2,2026-01-31,107781.985767,
2026-03-30,Statement 2,2.4.1,Cotton Textiles,3,False,2.4,Statement 2,2026-02-28,108696.212538,
2026-06-30,Statement 2,2.4.1,Cotton Textiles,3,False,2.4,Statement 2,2026-03-31,110268.444554,
2026-05-29,Statement 2,2.4.1,Cotton Textiles,3,False,2.4,Statement 2,2026-04-30,108945.917593,
2026-06-30,Statement 2,2.4.1,Cotton Textiles,3,False,2.4,Statement 2,2026-05-31,107218.776317,
2026-01-30,Statement 2,2.4.2,Jute Textiles,3,False,2.4,Statement 2,2023-12-31,4187.414484,2023-12-29
